,Average of BOLD response for cluster 0,Standard Deviation of BOLD response for cluster 0,Average of BOLD response for cluster 1,Standard Deviation of BOLD response for cluster 1,Average of BOLD response for cluster 2,Standard Deviation of BOLD response for cluster 2,Average of BOLD response for cluster 3,Standard Deviation of BOLD response for cluster 3,Average of BOLD response for cluster 4,Standard Deviation of BOLD response for cluster 4,Average of BOLD response for cluster 5,Standard Deviation of BOLD response for cluster 5
0,9.72644845355e-05,0.00133145868719,-0.00137216172318,0.000567142146941,-0.000810858789823,0.000504644586399,-0.000126859364813,0.00143794210365,7.84402855813e-05,0.00048083949445,0.000369679686019,0.000557491055838
1,-0.000309112109685,0.00111492227473,-0.00152057034617,0.000600758782071,-0.00118152046036,0.000574110404398,5.72579952048e-05,0.00133916679846,-0.000366168719165,0.000435503691313,-5.82083426406e-05,0.000629245761355
2,-0.000274731894782,0.0010982080844,-0.00217974164048,0.000543185530936,-0.00172380884546,0.000441164432033,-0.000505663197321,0.0014567444298,-0.000598051696079,0.000461558970137,-0.000486784068365,0.000411852876181
3,-0.00134016403047,0.00122317934586,-0.00167508732801,0.000509396192142,-0.00105424580833,0.000417473921045,-0.00137593171013,0.00115728633747,-0.000909917790138,0.000380784290919,-0.000997387553748,0.000448638082735
4,-0.00130385198743,0.0011529878373,-0.000453804259585,0.000633845349532,-0.000772679433234,0.000433506143836,-0.000672604720295,0.00157775141529,-0.00123407825521,0.000407527586227,-0.000847996769196,0.000422267009526
5,0.000527426247001,0.00106844227641,-0.00116254896467,0.000552775289505,-0.00119521094947,0.000447812298454,-0.000234001443182,0.00104133336178,-0.00108437242023,0.000394051998542,-0.000552515920528,0.000321688680177
6,0.000962779363038,0.000896727996405,0.00145214327458,0.000476391790318,3.77144564338e-06,0.00040785466085,0.000151060772162,0.00112691838873,0.000120240662503,0.000494350268279,0.000489652290903,0.000563892272441
7,0.000838408546999,0.000859894533717,0.000624957728383,0.000471573885688,9.81936687644e-05,0.00038416187754,0.000116782011274,0.0010386446713,0.000941311017529,0.000374540978758,0.000909090983916,0.00043111771216
8,0.00036442088842,0.000824853106265,0.00141588681759,0.000695285250522,0.000685597032441,0.000487639520967,0.000652734188525,0.000996350115091,0.000950097746621,0.000472699081358,0.000534822171761,0.000451514538885
9,-0.00024534195559,0.000969356400972,0.001580673191,0.000767840384654,0.000593446558276,0.000543545082922,0.000950034915019,0.00103340780151,4.50850810999e-05,0.000506566939427,-7.43578362856e-05,0.000527937083602
