,Average of BOLD response for cluster 0,Standard Deviation of BOLD response for cluster 0,Average of BOLD response for cluster 1,Standard Deviation of BOLD response for cluster 1,Average of BOLD response for cluster 2,Standard Deviation of BOLD response for cluster 2,Average of BOLD response for cluster 3,Standard Deviation of BOLD response for cluster 3,Average of BOLD response for cluster 4,Standard Deviation of BOLD response for cluster 4,Average of BOLD response for cluster 5,Standard Deviation of BOLD response for cluster 5
0,0.000237996253357,0.00139879382799,-0.00172818210568,0.000594678046959,-0.00119827253794,0.000463291865146,0.000295077835025,0.00121273078523,0.000112905045104,0.000460634936851,0.000234515268294,0.000475321548962
1,-0.000540039981775,0.00128250310561,-0.00165364953924,0.000702030526071,-0.00115639512271,0.000610268639035,-0.000321389860665,0.00100740570822,-0.000347166216879,0.000435915151302,-0.00020037942523,0.000559854240001
2,-0.000234881064058,0.00123469124915,-0.00250195165093,0.000701379691736,-0.00196233349871,0.00050835012029,-0.000706639738504,0.00125255413545,-0.000512814886198,0.000475422332055,-0.000431795274085,0.000398772139077
3,-0.00152495321362,0.00125888925838,-0.00238387697041,0.000619086504295,-0.00128317006109,0.000443592385975,-0.000873567926386,0.00109317827292,-0.000782181805163,0.000364656160989,-0.000908585770057,0.000455465608748
4,-0.00159356500692,0.00128037756528,-0.000361965411883,0.000749875508637,-0.000552719333619,0.000517258832476,-7.14996531751e-05,0.00150032629781,-0.00130156692023,0.000426837854847,-0.000996943924716,0.00039046429871
5,0.000537611321574,0.00113429071238,-0.000975377807678,0.00060256887021,-0.000801318610014,0.000530374356191,2.81615295246e-05,0.00103037975271,-0.00107976314253,0.000409106853241,-0.000830959373379,0.000259784484667
6,0.00104460107489,0.000967912066737,0.00126103878954,0.00052895173038,-6.78009057891e-05,0.000371260371702,0.000140043710718,0.00122873363505,-7.10282928085e-05,0.000481462165664,0.00030863028742,0.000490156468906
7,0.000842327715538,0.000975554894985,0.000836309299302,0.000456956650945,-0.000160429885782,0.000307963855667,5.82651578178e-05,0.00125774351958,0.000879151989534,0.000379281779499,0.000921429138699,0.000424745981653
8,0.000283930276862,0.000888292937363,0.00153923744848,0.000739935913608,0.000583175656384,0.000495941118448,0.000564202714111,0.00105168703691,0.00101668335275,0.000452655328475,0.000896835216178,0.000406878295828
9,-0.000476439999296,0.0010364699841,0.00169881346583,0.000735735171416,0.000930779368729,0.000464492414245,0.00083244648347,0.00110235160848,0.000217873543522,0.000499167639625,0.000168060104254,0.000440773467973
10,-0.000493989443215,0.00106816881137,-3.77264014915e-05,0.00086802209755,0.0011328715753,0.000495842750472,0.00129469617202,0.00117514547311,0.000627927567574,0.000481319999942,0.00089936590742,0.000332438035634
11,0.00177860464723,0.000967053322738,0.00188164902335,0.000677116709854,0.00161593570555,0.000497922142274,0.00256302272405,0.00112892711556,0.00041522003873,0.000487342166494,0.00140586567955,0.000442571541462
12,-0.000195981112112,0.00123458494015,0.00130999147182,0.000630430351795,0.000342277923795,0.000437182724365,0.00158773318143,0.00105152371863,0.000466553129493,0.000570250070208,0.000612554858976,0.000447859054702
13,-0.000534194245993,0.00132081331745,-0.000689489355687,0.000726405761452,-7.82640220263e-05,0.000431582438365,-0.00138386549268,0.000978184171617,-9.3516642228e-06,0.000481989643067,-0.000134033963673,0.000324551446412
14,-0.000898174808775,0.00124727090282,0.00140815851557,0.000740855994349,0.00016026830889,0.000469373471906,-0.000808456778701,0.00116553895899,-7.26212927321e-05,0.000285625029812,6.22547356994e-05,0.000328750339227
15,-0.00223628216759,0.00152601187227,0.000373208458708,0.000588226913678,0.00109178636247,0.000481849933686,0.000967787785392,0.0013005839338,0.000605633852891,0.000451854612965,0.000481141142042,0.000455670859202
16,-3.25137859372e-05,0.000879294504926,-4.28351058401e-05,0.000664770455002,0.000203364981385,0.000537395046269,-0.000349560247094,0.00157831026723,0.000307533672845,0.000405103565052,8.2209941518e-05,0.000411801579614
17,0.00142069409221,0.00100353293731,-0.000436139957464,0.000696382235318,-0.000262223187713,0.00047190574,0.00108245699527,0.000802683041595,0.000377969736427,0.00032159919363,-0.000345994844762,0.000358296661361
18,0.00010045238077,0.00109073505661,0.00104781662633,0.00101557252244,0.000828499494181,0.000636502747728,0.000961781943043,0.00147117602972,0.000545515597983,0.000553735505009,-0.000104607607184,0.000455454955402
19,0.00115749940775,0.000881544922717,0.000761629684327,0.00060233042471,0.00077061620488,0.000522758444892,-0.00134070093662,0.00126189231366,0.000312611478737,0.000442349525897,-9.3104753468e-05,0.000454362519748
20,0.00215587513399,0.00123656565512,0.00132369568016,0.000607656129933,0.00110871374732,0.000391344911739,-0.0010301539499,0.00144547342868,-0.000174320178992,0.000426597071916,1.91903158886e-05,0.000455884830323
