,Average of BOLD response for cluster 0,Standard Deviation of BOLD response for cluster 0,Average of BOLD response for cluster 1,Standard Deviation of BOLD response for cluster 1,Average of BOLD response for cluster 2,Standard Deviation of BOLD response for cluster 2,Average of BOLD response for cluster 3,Standard Deviation of BOLD response for cluster 3,Average of BOLD response for cluster 4,Standard Deviation of BOLD response for cluster 4,Average of BOLD response for cluster 5,Standard Deviation of BOLD response for cluster 5
0,-0.00047733220254,0.000779384792928,-0.000462951309972,0.000379779883032,-0.000418527513554,0.000390210679507,-0.000334451706997,0.00081761481448,-6.2074272135e-05,0.000481286216343,-0.000566366199075,0.000512404527554
1,-0.00208652554595,0.000791620118321,-0.000801300195923,0.000387050483502,-0.00118811493381,0.000314490810504,-0.00206635923384,0.000797596158453,-0.000328064173829,0.000621063262259,-0.000971902752324,0.000402625894318
2,-0.00198381226751,0.000638720551563,-0.00156449505731,0.000487495991519,-0.00111406886476,0.000412723895442,-0.000973074274543,0.000921628221173,-0.000693405905741,0.000680955244671,-0.000303474784326,0.00065305965685
3,-0.00181469104475,0.000646713036267,-0.00153310287846,0.000375270796176,-0.0008350823821,0.000330381735897,-0.00214481516638,0.000662734299352,-0.000680333571906,0.000629168917728,-0.00103274706735,0.000520866387577
4,-0.00110739911578,0.000641320542048,-0.000908286161624,0.00041673593165,-0.000802667729761,0.000363085278063,-0.00118398502469,0.000860579476863,-0.0012212155068,0.000817578134023,-0.00112381130926,0.000623944580178
5,-0.00139025213488,0.000610742968378,-0.0002308094674,0.000431158292554,-0.000611756758452,0.000445838187736,-0.00170315770537,0.0007105131439,-0.00101420308147,0.000583125547982,-0.00120106190091,0.000495652638578
6,-8.89297114751e-05,0.00070972977384,-0.000276706900119,0.00053485800498,0.000239576100576,0.000474370213221,-0.00106870104036,0.000829133663608,-0.000124221642318,0.000705036283516,-0.000105158365098,0.000637403494723
7,0.000795383491468,0.000832664412957,0.000369977903737,0.000597575137953,0.000345505050083,0.000515787494668,2.16053132579e-05,0.000998430268329,0.000366218416272,0.00065065366401,0.000191660464786,0.000658598064721
8,0.00132005393316,0.000789644419049,0.00114923073648,0.000436893010257,0.000550586702171,0.000432912220326,0.000870122889171,0.000748593052621,0.000481978828041,0.000553707752816,0.00065058947511,0.000639411506949
9,-7.85785655587e-05,0.000849108560049,0.000484730318431,0.000544381541187,-2.01590652967e-05,0.000515624643519,8.38774482862e-05,0.000718516178818,0.000382284109998,0.000624229419214,0.000188904458345,0.000583732851262
10,-0.000457586822598,0.000749650065947,0.000898687035007,0.000399942783294,0.000567421254802,0.000467154995774,-0.000455366926847,0.000797103437285,0.000539211928367,0.000562570559303,0.000321758684307,0.000587446078215
11,0.00115514345373,0.000657639695752,0.000821734341451,0.000596452103339,0.000987196757901,0.000703182632392,0.000486105128604,0.00100475183637,0.000453673679856,0.000574143309686,0.000890533147848,0.000681783599429
12,0.00119691415624,0.000660164572817,0.000305963612735,0.000563167111452,0.000536851401695,0.00045122187751,0.000934061107446,0.00102704153596,0.000543688338367,0.00061579645852,0.000926492837651,0.00064759844295
13,0.00065159243785,0.000982472488633,0.000264305788034,0.000506509416924,0.000486515719781,0.00051069535133,0.00211549291403,0.00108193893185,-0.000378220681895,0.000777249446831,0.000262538495285,0.000757960856527
14,0.000395002926894,0.00103038360563,2.79054453257e-05,0.000614413415179,0.000445458156142,0.000556099488394,0.00111507290872,0.00104513880982,-0.000235447064568,0.000760980400376,0.000639637148041,0.000822017689829
15,0.000211906630105,0.000789653894786,-0.00034216168231,0.000607132965712,-0.000318759660612,0.000543288687393,-8.29298728159e-05,0.000889952625609,-0.000117245083299,0.000703054335942,0.000408854373188,0.000621802864504
